segment_id,points,mean_PRICE_ln,id,mean_chislennost_naseleniya_092025,mean_srednmes_zarplata,mean_temp_prirosta_percent,mean_house_point_count,mean_area_km2,mean_density_hp_per_km2
RKZ71-S359,686,17.067853733800337,KZ71,320298.0,506373.6666666666,4.891999927163125,83901.0,1819.4872380352294,46.11244214639305
RKZ11-S900,685,16.487469027058022,KZ11,39407.75,331957.70000000007,-1.1775000073015693,15670.0,381477.3525627605,0.04107714362262691
RKZ71-S317,685,17.311550390824948,KZ71,320298.0,506373.6666666666,4.891999927163125,83901.0,1819.4872380352294,46.11244214639305
RKZ19-S1339,684,16.815367897464434,KZ19,152946.89999999997,339552.89999999997,-0.2839999999999999,8655.0,205128.28821012212,0.04219310791076409
RKZ47-S817,684,16.95989353556793,KZ47,116436.85714285714,473486.2857142857,0.27428571241242544,18699.0,322714.5706815746,0.057942843920891565
RKZ35-S644,683,17.1504435163283,KZ35,87089.38461538462,411027.15384615393,-1.3630769092303054,30946.0,551401.1615688812,0.05612247879919312
RKZ75-S206,677,17.73730973857903,KZ75,265156.2222222222,449734.5555555556,1.9988888944519896,99477.0,1326.1170511370503,75.01374023862044
RKZ61-S1314,676,16.24823134211564,KZ61,126338.64705882354,335393.588235294,-0.6276470439179854,1938.0,218574.03153843174,0.008866561074796494
RKZ75-S103,673,17.801854441801,KZ75,265156.2222222222,449734.5555555557,1.9988888944519896,99477.0,1326.1170511370503,75.01374023862044
RKZ35-S620,672,16.812251951262727,KZ35,87089.38461538462,411027.1538461539,-1.3630769092303054,30946.0,551401.1615688814,0.05612247879919311
RKZ15-S775,671,16.582447621627235,KZ15,73385.6923076923,351445.7692307692,-1.4115384358626144,27347.0,687637.4113374824,0.039769505773121015
RKZ75-S220,669,18.01358578180302,KZ75,265156.2222222222,449734.55555555556,1.9988888944519894,99477.0,1326.1170511370503,75.01374023862044
RKZ39-S576,668,17.379961374802775,KZ39,41135.549999999996,326000.05,-1.562000011838972,35451.0,506678.7579654624,0.06996740921674184
RKZ15-S759,667,16.40907091857377,KZ15,73385.6923076923,351445.7692307692,-1.4115384358626144,27347.0,687637.4113374825,0.039769505773121015
RKZ39-S521,667,16.737890898834554,KZ39,41135.54999999999,326000.04999999993,-1.562000011838972,35451.0,506678.7579654624,0.06996740921674184
RKZ75-S124,662,17.601196250786373,KZ75,265156.2222222222,449734.55555555556,1.9988888944519891,99477.0,1326.1170511370503,75.01374023862044
